pdb_id,file,chains,source
1g9i,/home/op98/protein_design/dataset/PP/PP2/1g9i.ent.pdb,2,compnd
1gl0,/home/op98/protein_design/dataset/PP/PP2/1gl0.ent.pdb,2,compnd
1grn,/home/op98/protein_design/dataset/PP/PP2/1grn.ent.pdb,2,compnd
1gua,/home/op98/protein_design/dataset/PP/PP2/1gua.ent.pdb,2,compnd
1h0t,/home/op98/protein_design/dataset/PP/PP2/1h0t.ent.pdb,2,compnd
1h59,/home/op98/protein_design/dataset/PP/PP2/1h59.ent.pdb,2,compnd
1i4e,/home/op98/protein_design/dataset/PP/PP2/1i4e.ent.pdb,2,compnd
1j2j,/home/op98/protein_design/dataset/PP/PP2/1j2j.ent.pdb,2,compnd
1j7d,/home/op98/protein_design/dataset/PP/PP2/1j7d.ent.pdb,2,compnd
1j7v,/home/op98/protein_design/dataset/PP/PP2/1j7v.ent.pdb,2,compnd
1jgn,/home/op98/protein_design/dataset/PP/PP2/1jgn.ent.pdb,2,compnd
1jh4,/home/op98/protein_design/dataset/PP/PP2/1jh4.ent.pdb,2,compnd
1jsp,/home/op98/protein_design/dataset/PP/PP2/1jsp.ent.pdb,2,compnd
1jtd,/home/op98/protein_design/dataset/PP/PP2/1jtd.ent.pdb,2,compnd
1kac,/home/op98/protein_design/dataset/PP/PP2/1kac.ent.pdb,2,compnd
1kbh,/home/op98/protein_design/dataset/PP/PP2/1kbh.ent.pdb,2,compnd
1ktz,/home/op98/protein_design/dataset/PP/PP2/1ktz.ent.pdb,2,compnd
1l4d,/home/op98/protein_design/dataset/PP/PP2/1l4d.ent.pdb,2,compnd
1l4z,/home/op98/protein_design/dataset/PP/PP2/1l4z.ent.pdb,2,compnd
1l8c,/home/op98/protein_design/dataset/PP/PP2/1l8c.ent.pdb,2,compnd
1ldt,/home/op98/protein_design/dataset/PP/PP2/1ldt.ent.pdb,2,compnd
1lp1,/home/op98/protein_design/dataset/PP/PP2/1lp1.ent.pdb,2,compnd
1lw6,/home/op98/protein_design/dataset/PP/PP2/1lw6.ent.pdb,2,compnd
1lx5,/home/op98/protein_design/dataset/PP/PP2/1lx5.ent.pdb,2,compnd
1lzw,/home/op98/protein_design/dataset/PP/PP2/1lzw.ent.pdb,2,compnd
1m10,/home/op98/protein_design/dataset/PP/PP2/1m10.ent.pdb,2,compnd
1mcv,/home/op98/protein_design/dataset/PP/PP2/1mcv.ent.pdb,2,compnd
1mzw,/home/op98/protein_design/dataset/PP/PP2/1mzw.ent.pdb,2,compnd
1nw9,/home/op98/protein_design/dataset/PP/PP2/1nw9.ent.pdb,2,compnd
1o9a,/home/op98/protein_design/dataset/PP/PP2/1o9a.ent.pdb,2,compnd
1op9,/home/op98/protein_design/dataset/PP/PP2/1op9.ent.pdb,2,compnd
1otr,/home/op98/protein_design/dataset/PP/PP2/1otr.ent.pdb,2,compnd
1ozs,/home/op98/protein_design/dataset/PP/PP2/1ozs.ent.pdb,2,compnd
1p69,/home/op98/protein_design/dataset/PP/PP2/1p69.ent.pdb,2,compnd
1p6a,/home/op98/protein_design/dataset/PP/PP2/1p6a.ent.pdb,2,compnd
1p9d,/home/op98/protein_design/dataset/PP/PP2/1p9d.ent.pdb,2,compnd
1pd7,/home/op98/protein_design/dataset/PP/PP2/1pd7.ent.pdb,2,compnd
1pjm,/home/op98/protein_design/dataset/PP/PP2/1pjm.ent.pdb,2,compnd
1pjn,/home/op98/protein_design/dataset/PP/PP2/1pjn.ent.pdb,2,compnd
1ppe,/home/op98/protein_design/dataset/PP/PP2/1ppe.ent.pdb,2,compnd
1q0w,/home/op98/protein_design/dataset/PP/PP2/1q0w.ent.pdb,2,compnd
1q5w,/home/op98/protein_design/dataset/PP/PP2/1q5w.ent.pdb,2,compnd
1q68,/home/op98/protein_design/dataset/PP/PP2/1q68.ent.pdb,2,compnd
1q69,/home/op98/protein_design/dataset/PP/PP2/1q69.ent.pdb,2,compnd
1r8u,/home/op98/protein_design/dataset/PP/PP2/1r8u.ent.pdb,2,compnd
1ri8,/home/op98/protein_design/dataset/PP/PP2/1ri8.ent.pdb,2,compnd
1rjc,/home/op98/protein_design/dataset/PP/PP2/1rjc.ent.pdb,2,compnd
1rkc,/home/op98/protein_design/dataset/PP/PP2/1rkc.ent.pdb,2,compnd
1rke,/home/op98/protein_design/dataset/PP/PP2/1rke.ent.pdb,2,compnd
1ry7,/home/op98/protein_design/dataset/PP/PP2/1ry7.ent.pdb,2,compnd
1sb0,/home/op98/protein_design/dataset/PP/PP2/1sb0.ent.pdb,2,compnd
1shy,/home/op98/protein_design/dataset/PP/PP2/1shy.ent.pdb,2,compnd
1smf,/home/op98/protein_design/dataset/PP/PP2/1smf.ent.pdb,2,compnd
1sq0,/home/op98/protein_design/dataset/PP/PP2/1sq0.ent.pdb,2,compnd
1syq,/home/op98/protein_design/dataset/PP/PP2/1syq.ent.pdb,2,compnd
1t01,/home/op98/protein_design/dataset/PP/PP2/1t01.ent.pdb,2,compnd
1t0p,/home/op98/protein_design/dataset/PP/PP2/1t0p.ent.pdb,2,compnd
1t44,/home/op98/protein_design/dataset/PP/PP2/1t44.ent.pdb,2,compnd
1t5z,/home/op98/protein_design/dataset/PP/PP2/1t5z.ent.pdb,2,compnd
1t63,/home/op98/protein_design/dataset/PP/PP2/1t63.ent.pdb,2,compnd
1ta3,/home/op98/protein_design/dataset/PP/PP2/1ta3.ent.pdb,2,compnd
1tba,/home/op98/protein_design/dataset/PP/PP2/1tba.ent.pdb,2,compnd
1tdq,/home/op98/protein_design/dataset/PP/PP2/1tdq.ent.pdb,2,compnd
1te1,/home/op98/protein_design/dataset/PP/PP2/1te1.ent.pdb,2,compnd
1tlh,/home/op98/protein_design/dataset/PP/PP2/1tlh.ent.pdb,2,compnd
1tm1,/home/op98/protein_design/dataset/PP/PP2/1tm1.ent.pdb,2,compnd
1tm3,/home/op98/protein_design/dataset/PP/PP2/1tm3.ent.pdb,2,compnd
1tm4,/home/op98/protein_design/dataset/PP/PP2/1tm4.ent.pdb,2,compnd
1tm5,/home/op98/protein_design/dataset/PP/PP2/1tm5.ent.pdb,2,compnd
1tm7,/home/op98/protein_design/dataset/PP/PP2/1tm7.ent.pdb,2,compnd
1to1,/home/op98/protein_design/dataset/PP/PP2/1to1.ent.pdb,2,compnd
1u0i,/home/op98/protein_design/dataset/PP/PP2/1u0i.ent.pdb,2,compnd
1u0s,/home/op98/protein_design/dataset/PP/PP2/1u0s.ent.pdb,2,compnd
1u5s,/home/op98/protein_design/dataset/PP/PP2/1u5s.ent.pdb,2,compnd
1uel,/home/op98/protein_design/dataset/PP/PP2/1uel.ent.pdb,2,compnd
1ugh,/home/op98/protein_design/dataset/PP/PP2/1ugh.ent.pdb,2,compnd
1us7,/home/op98/protein_design/dataset/PP/PP2/1us7.ent.pdb,2,compnd
1usu,/home/op98/protein_design/dataset/PP/PP2/1usu.ent.pdb,2,compnd
1vet,/home/op98/protein_design/dataset/PP/PP2/1vet.ent.pdb,2,compnd
1veu,/home/op98/protein_design/dataset/PP/PP2/1veu.ent.pdb,2,compnd
1vrk,/home/op98/protein_design/dataset/PP/PP2/1vrk.ent.pdb,2,compnd
1wa7,/home/op98/protein_design/dataset/PP/PP2/1wa7.ent.pdb,2,compnd
1wa8,/home/op98/protein_design/dataset/PP/PP2/1wa8.ent.pdb,2,compnd
1wlp,/home/op98/protein_design/dataset/PP/PP2/1wlp.ent.pdb,2,compnd
1wq1,/home/op98/protein_design/dataset/PP/PP2/1wq1.ent.pdb,2,compnd
1wqj,/home/op98/protein_design/dataset/PP/PP2/1wqj.ent.pdb,2,compnd
1wr1,/home/op98/protein_design/dataset/PP/PP2/1wr1.ent.pdb,2,compnd
1wrd,/home/op98/protein_design/dataset/PP/PP2/1wrd.ent.pdb,2,compnd
1xg2,/home/op98/protein_design/dataset/PP/PP2/1xg2.ent.pdb,2,compnd
1xj7,/home/op98/protein_design/dataset/PP/PP2/1xj7.ent.pdb,2,compnd
1xr0,/home/op98/protein_design/dataset/PP/PP2/1xr0.ent.pdb,2,compnd
1xt9,/home/op98/protein_design/dataset/PP/PP2/1xt9.ent.pdb,2,compnd
1y1k,/home/op98/protein_design/dataset/PP/PP2/1y1k.ent.pdb,2,compnd
1y33,/home/op98/protein_design/dataset/PP/PP2/1y33.ent.pdb,2,compnd
1y34,/home/op98/protein_design/dataset/PP/PP2/1y34.ent.pdb,2,compnd
1y3b,/home/op98/protein_design/dataset/PP/PP2/1y3b.ent.pdb,2,compnd
1y3c,/home/op98/protein_design/dataset/PP/PP2/1y3c.ent.pdb,2,compnd
1y3d,/home/op98/protein_design/dataset/PP/PP2/1y3d.ent.pdb,2,compnd
1y48,/home/op98/protein_design/dataset/PP/PP2/1y48.ent.pdb,2,compnd
1y4a,/home/op98/protein_design/dataset/PP/PP2/1y4a.ent.pdb,2,compnd
1y4d,/home/op98/protein_design/dataset/PP/PP2/1y4d.ent.pdb,2,compnd
1y6k,/home/op98/protein_design/dataset/PP/PP2/1y6k.ent.pdb,2,compnd
1y6m,/home/op98/protein_design/dataset/PP/PP2/1y6m.ent.pdb,2,compnd
1y6n,/home/op98/protein_design/dataset/PP/PP2/1y6n.ent.pdb,2,compnd
1yc0,/home/op98/protein_design/dataset/PP/PP2/1yc0.ent.pdb,2,compnd
1ycs,/home/op98/protein_design/dataset/PP/PP2/1ycs.ent.pdb,2,compnd
1ydi,/home/op98/protein_design/dataset/PP/PP2/1ydi.ent.pdb,2,compnd
1yvb,/home/op98/protein_design/dataset/PP/PP2/1yvb.ent.pdb,2,compnd
1yx5,/home/op98/protein_design/dataset/PP/PP2/1yx5.ent.pdb,2,compnd
1yx6,/home/op98/protein_design/dataset/PP/PP2/1yx6.ent.pdb,2,compnd
1z92,/home/op98/protein_design/dataset/PP/PP2/1z92.ent.pdb,2,compnd
1zgu,/home/op98/protein_design/dataset/PP/PP2/1zgu.ent.pdb,2,compnd
1zhi,/home/op98/protein_design/dataset/PP/PP2/1zhi.ent.pdb,2,compnd
1zjd,/home/op98/protein_design/dataset/PP/PP2/1zjd.ent.pdb,2,compnd
1zli,/home/op98/protein_design/dataset/PP/PP2/1zli.ent.pdb,2,compnd
1zsg,/home/op98/protein_design/dataset/PP/PP2/1zsg.ent.pdb,2,compnd
1zv5,/home/op98/protein_design/dataset/PP/PP2/1zv5.ent.pdb,2,compnd
1zvh,/home/op98/protein_design/dataset/PP/PP2/1zvh.ent.pdb,2,compnd
1zvy,/home/op98/protein_design/dataset/PP/PP2/1zvy.ent.pdb,2,compnd
2a24,/home/op98/protein_design/dataset/PP/PP2/2a24.ent.pdb,2,compnd
2a78,/home/op98/protein_design/dataset/PP/PP2/2a78.ent.pdb,2,compnd
2a7u,/home/op98/protein_design/dataset/PP/PP2/2a7u.ent.pdb,2,compnd
2a9k,/home/op98/protein_design/dataset/PP/PP2/2a9k.ent.pdb,2,compnd
2aq2,/home/op98/protein_design/dataset/PP/PP2/2aq2.ent.pdb,2,compnd
2arp,/home/op98/protein_design/dataset/PP/PP2/2arp.ent.pdb,2,compnd
2b0z,/home/op98/protein_design/dataset/PP/PP2/2b0z.ent.pdb,2,compnd
2b12,/home/op98/protein_design/dataset/PP/PP2/2b12.ent.pdb,2,compnd
2b42,/home/op98/protein_design/dataset/PP/PP2/2b42.ent.pdb,2,compnd
2b87,/home/op98/protein_design/dataset/PP/PP2/2b87.ent.pdb,2,compnd
2c0l,/home/op98/protein_design/dataset/PP/PP2/2c0l.ent.pdb,2,compnd
2c7m,/home/op98/protein_design/dataset/PP/PP2/2c7m.ent.pdb,2,compnd
2cpk,/home/op98/protein_design/dataset/PP/PP2/2cpk.ent.pdb,2,compnd
2den,/home/op98/protein_design/dataset/PP/PP2/2den.ent.pdb,2,compnd
2djy,/home/op98/protein_design/dataset/PP/PP2/2djy.ent.pdb,2,compnd
2dsp,/home/op98/protein_design/dataset/PP/PP2/2dsp.ent.pdb,2,compnd
2dx5,/home/op98/protein_design/dataset/PP/PP2/2dx5.ent.pdb,2,compnd
2f31,/home/op98/protein_design/dataset/PP/PP2/2f31.ent.pdb,2,compnd
2f4m,/home/op98/protein_design/dataset/PP/PP2/2f4m.ent.pdb,2,compnd
2few,/home/op98/protein_design/dataset/PP/PP2/2few.ent.pdb,2,compnd
2fju,/home/op98/protein_design/dataset/PP/PP2/2fju.ent.pdb,2,compnd
2ftl,/home/op98/protein_design/dataset/PP/PP2/2ftl.ent.pdb,2,compnd
2ftm,/home/op98/protein_design/dataset/PP/PP2/2ftm.ent.pdb,2,compnd
2fuh,/home/op98/protein_design/dataset/PP/PP2/2fuh.ent.pdb,2,compnd
2fyl,/home/op98/protein_design/dataset/PP/PP2/2fyl.ent.pdb,2,compnd
2g2u,/home/op98/protein_design/dataset/PP/PP2/2g2u.ent.pdb,2,compnd
2g2w,/home/op98/protein_design/dataset/PP/PP2/2g2w.ent.pdb,2,compnd
2g81,/home/op98/protein_design/dataset/PP/PP2/2g81.ent.pdb,2,compnd
2gww,/home/op98/protein_design/dataset/PP/PP2/2gww.ent.pdb,2,compnd
2hd5,/home/op98/protein_design/dataset/PP/PP2/2hd5.ent.pdb,2,compnd
2hev,/home/op98/protein_design/dataset/PP/PP2/2hev.ent.pdb,2,compnd
2hle,/home/op98/protein_design/dataset/PP/PP2/2hle.ent.pdb,2,compnd
2hqw,/home/op98/protein_design/dataset/PP/PP2/2hqw.ent.pdb,2,compnd
2hrk,/home/op98/protein_design/dataset/PP/PP2/2hrk.ent.pdb,2,compnd
2hsq,/home/op98/protein_design/dataset/PP/PP2/2hsq.ent.pdb,2,compnd
2hth,/home/op98/protein_design/dataset/PP/PP2/2hth.ent.pdb,2,compnd
2ixq,/home/op98/protein_design/dataset/PP/PP2/2ixq.ent.pdb,2,compnd
2jgz,/home/op98/protein_design/dataset/PP/PP2/2jgz.ent.pdb,2,compnd
2jod,/home/op98/protein_design/dataset/PP/PP2/2jod.ent.pdb,2,compnd
2jt4,/home/op98/protein_design/dataset/PP/PP2/2jt4.ent.pdb,2,compnd
2jy6,/home/op98/protein_design/dataset/PP/PP2/2jy6.ent.pdb,2,compnd
2k2s,/home/op98/protein_design/dataset/PP/PP2/2k2s.ent.pdb,2,compnd
2k2u,/home/op98/protein_design/dataset/PP/PP2/2k2u.ent.pdb,2,compnd
2k3s,/home/op98/protein_design/dataset/PP/PP2/2k3s.ent.pdb,2,compnd
2k3u,/home/op98/protein_design/dataset/PP/PP2/2k3u.ent.pdb,2,compnd
2k42,/home/op98/protein_design/dataset/PP/PP2/2k42.ent.pdb,2,compnd
2k6d,/home/op98/protein_design/dataset/PP/PP2/2k6d.ent.pdb,2,compnd
2k79,/home/op98/protein_design/dataset/PP/PP2/2k79.ent.pdb,2,compnd
2k7a,/home/op98/protein_design/dataset/PP/PP2/2k7a.ent.pdb,2,compnd
2k8b,/home/op98/protein_design/dataset/PP/PP2/2k8b.ent.pdb,2,compnd
2k8c,/home/op98/protein_design/dataset/PP/PP2/2k8c.ent.pdb,2,compnd
2k8f,/home/op98/protein_design/dataset/PP/PP2/2k8f.ent.pdb,2,compnd
2ka4,/home/op98/protein_design/dataset/PP/PP2/2ka4.ent.pdb,2,compnd
2ka6,/home/op98/protein_design/dataset/PP/PP2/2ka6.ent.pdb,2,compnd
2kbw,/home/op98/protein_design/dataset/PP/PP2/2kbw.ent.pdb,2,compnd
2kc8,/home/op98/protein_design/dataset/PP/PP2/2kc8.ent.pdb,2,compnd
2kgx,/home/op98/protein_design/dataset/PP/PP2/2kgx.ent.pdb,2,compnd
2khs,/home/op98/protein_design/dataset/PP/PP2/2khs.ent.pdb,2,compnd
2kj4,/home/op98/protein_design/dataset/PP/PP2/2kj4.ent.pdb,2,compnd
2knb,/home/op98/protein_design/dataset/PP/PP2/2knb.ent.pdb,2,compnd
2kqs,/home/op98/protein_design/dataset/PP/PP2/2kqs.ent.pdb,2,compnd
2kri,/home/op98/protein_design/dataset/PP/PP2/2kri.ent.pdb,2,compnd
2kt5,/home/op98/protein_design/dataset/PP/PP2/2kt5.ent.pdb,2,compnd
2ktf,/home/op98/protein_design/dataset/PP/PP2/2ktf.ent.pdb,2,compnd
2kvq,/home/op98/protein_design/dataset/PP/PP2/2kvq.ent.pdb,2,compnd
2kwj,/home/op98/protein_design/dataset/PP/PP2/2kwj.ent.pdb,2,compnd
2kwk,/home/op98/protein_design/dataset/PP/PP2/2kwk.ent.pdb,2,compnd
2kwo,/home/op98/protein_design/dataset/PP/PP2/2kwo.ent.pdb,2,compnd
2kwu,/home/op98/protein_design/dataset/PP/PP2/2kwu.ent.pdb,2,compnd
2kwv,/home/op98/protein_design/dataset/PP/PP2/2kwv.ent.pdb,2,compnd
2kxw,/home/op98/protein_design/dataset/PP/PP2/2kxw.ent.pdb,2,compnd
2l0f,/home/op98/protein_design/dataset/PP/PP2/2l0f.ent.pdb,2,compnd
2l0t,/home/op98/protein_design/dataset/PP/PP2/2l0t.ent.pdb,2,compnd
2l14,/home/op98/protein_design/dataset/PP/PP2/2l14.ent.pdb,2,compnd
2l1l,/home/op98/protein_design/dataset/PP/PP2/2l1l.ent.pdb,2,compnd
2l29,/home/op98/protein_design/dataset/PP/PP2/2l29.ent.pdb,2,compnd
2l2l,/home/op98/protein_design/dataset/PP/PP2/2l2l.ent.pdb,2,compnd
2l9s,/home/op98/protein_design/dataset/PP/PP2/2l9s.ent.pdb,2,compnd
2ld7,/home/op98/protein_design/dataset/PP/PP2/2ld7.ent.pdb,2,compnd
2lfw,/home/op98/protein_design/dataset/PP/PP2/2lfw.ent.pdb,2,compnd
2lkm,/home/op98/protein_design/dataset/PP/PP2/2lkm.ent.pdb,2,compnd
2lox,/home/op98/protein_design/dataset/PP/PP2/2lox.ent.pdb,2,compnd
2lp0,/home/op98/protein_design/dataset/PP/PP2/2lp0.ent.pdb,2,compnd
2lpb,/home/op98/protein_design/dataset/PP/PP2/2lpb.ent.pdb,2,compnd
2lqc,/home/op98/protein_design/dataset/PP/PP2/2lqc.ent.pdb,2,compnd
2lqh,/home/op98/protein_design/dataset/PP/PP2/2lqh.ent.pdb,2,compnd
2luh,/home/op98/protein_design/dataset/PP/PP2/2luh.ent.pdb,2,compnd
2lvo,/home/op98/protein_design/dataset/PP/PP2/2lvo.ent.pdb,2,compnd
2lww,/home/op98/protein_design/dataset/PP/PP2/2lww.ent.pdb,2,compnd
2lxm,/home/op98/protein_design/dataset/PP/PP2/2lxm.ent.pdb,2,compnd
2ly4,/home/op98/protein_design/dataset/PP/PP2/2ly4.ent.pdb,2,compnd
2lz6,/home/op98/protein_design/dataset/PP/PP2/2lz6.ent.pdb,2,compnd
2m0g,/home/op98/protein_design/dataset/PP/PP2/2m0g.ent.pdb,2,compnd
2m0j,/home/op98/protein_design/dataset/PP/PP2/2m0j.ent.pdb,2,compnd
2m55,/home/op98/protein_design/dataset/PP/PP2/2m55.ent.pdb,2,compnd
2m5a,/home/op98/protein_design/dataset/PP/PP2/2m5a.ent.pdb,2,compnd
2m5b,/home/op98/protein_design/dataset/PP/PP2/2m5b.ent.pdb,2,compnd
2m86,/home/op98/protein_design/dataset/PP/PP2/2m86.ent.pdb,2,compnd
2mbb,/home/op98/protein_design/dataset/PP/PP2/2mbb.ent.pdb,2,compnd
2mcn,/home/op98/protein_design/dataset/PP/PP2/2mcn.ent.pdb,2,compnd
2mej,/home/op98/protein_design/dataset/PP/PP2/2mej.ent.pdb,2,compnd
2mfq,/home/op98/protein_design/dataset/PP/PP2/2mfq.ent.pdb,2,compnd
2mj5,/home/op98/protein_design/dataset/PP/PP2/2mj5.ent.pdb,2,compnd
2mnu,/home/op98/protein_design/dataset/PP/PP2/2mnu.ent.pdb,2,compnd
2mre,/home/op98/protein_design/dataset/PP/PP2/2mre.ent.pdb,2,compnd
2mro,/home/op98/protein_design/dataset/PP/PP2/2mro.ent.pdb,2,compnd
2mur,/home/op98/protein_design/dataset/PP/PP2/2mur.ent.pdb,2,compnd
2mv7,/home/op98/protein_design/dataset/PP/PP2/2mv7.ent.pdb,2,compnd
2mws,/home/op98/protein_design/dataset/PP/PP2/2mws.ent.pdb,2,compnd
2mzd,/home/op98/protein_design/dataset/PP/PP2/2mzd.ent.pdb,2,compnd
2n01,/home/op98/protein_design/dataset/PP/PP2/2n01.ent.pdb,2,compnd
2n1d,/home/op98/protein_design/dataset/PP/PP2/2n1d.ent.pdb,2,compnd
2n2h,/home/op98/protein_design/dataset/PP/PP2/2n2h.ent.pdb,2,compnd
2n73,/home/op98/protein_design/dataset/PP/PP2/2n73.ent.pdb,2,compnd
2n8j,/home/op98/protein_design/dataset/PP/PP2/2n8j.ent.pdb,2,compnd
2nbv,/home/op98/protein_design/dataset/PP/PP2/2nbv.ent.pdb,2,compnd
2nqd,/home/op98/protein_design/dataset/PP/PP2/2nqd.ent.pdb,2,compnd
2o3b,/home/op98/protein_design/dataset/PP/PP2/2o3b.ent.pdb,2,compnd
2o8v,/home/op98/protein_design/dataset/PP/PP2/2o8v.ent.pdb,2,compnd
2oob,/home/op98/protein_design/dataset/PP/PP2/2oob.ent.pdb,2,compnd
2ot3,/home/op98/protein_design/dataset/PP/PP2/2ot3.ent.pdb,2,compnd
2oul,/home/op98/protein_design/dataset/PP/PP2/2oul.ent.pdb,2,compnd
2p43,/home/op98/protein_design/dataset/PP/PP2/2p43.ent.pdb,2,compnd
2p44,/home/op98/protein_design/dataset/PP/PP2/2p44.ent.pdb,2,compnd
2p45,/home/op98/protein_design/dataset/PP/PP2/2p45.ent.pdb,2,compnd
2p47,/home/op98/protein_design/dataset/PP/PP2/2p47.ent.pdb,2,compnd
2p48,/home/op98/protein_design/dataset/PP/PP2/2p48.ent.pdb,2,compnd
2p49,/home/op98/protein_design/dataset/PP/PP2/2p49.ent.pdb,2,compnd
2pon,/home/op98/protein_design/dataset/PP/PP2/2pon.ent.pdb,2,compnd
2ptc,/home/op98/protein_design/dataset/PP/PP2/2ptc.ent.pdb,2,compnd
2ptt,/home/op98/protein_design/dataset/PP/PP2/2ptt.ent.pdb,2,compnd
2qc1,/home/op98/protein_design/dataset/PP/PP2/2qc1.ent.pdb,2,compnd
2qur,/home/op98/protein_design/dataset/PP/PP2/2qur.ent.pdb,2,compnd
2rms,/home/op98/protein_design/dataset/PP/PP2/2rms.ent.pdb,2,compnd
2rnr,/home/op98/protein_design/dataset/PP/PP2/2rnr.ent.pdb,2,compnd
2roz,/home/op98/protein_design/dataset/PP/PP2/2roz.ent.pdb,2,compnd
2rr3,/home/op98/protein_design/dataset/PP/PP2/2rr3.ent.pdb,2,compnd
2ru4,/home/op98/protein_design/dataset/PP/PP2/2ru4.ent.pdb,2,compnd
2ruk,/home/op98/protein_design/dataset/PP/PP2/2ruk.ent.pdb,2,compnd
2rvb,/home/op98/protein_design/dataset/PP/PP2/2rvb.ent.pdb,2,compnd
2sic,/home/op98/protein_design/dataset/PP/PP2/2sic.ent.pdb,2,compnd
2sni,/home/op98/protein_design/dataset/PP/PP2/2sni.ent.pdb,2,compnd
2tgp,/home/op98/protein_design/dataset/PP/PP2/2tgp.ent.pdb,2,compnd
2v4z,/home/op98/protein_design/dataset/PP/PP2/2v4z.ent.pdb,2,compnd
2v6x,/home/op98/protein_design/dataset/PP/PP2/2v6x.ent.pdb,2,compnd
2v8s,/home/op98/protein_design/dataset/PP/PP2/2v8s.ent.pdb,2,compnd
2v9t,/home/op98/protein_design/dataset/PP/PP2/2v9t.ent.pdb,2,compnd
2vay,/home/op98/protein_design/dataset/PP/PP2/2vay.ent.pdb,2,compnd
2ver,/home/op98/protein_design/dataset/PP/PP2/2ver.ent.pdb,2,compnd
2vln,/home/op98/protein_design/dataset/PP/PP2/2vln.ent.pdb,2,compnd
2vlo,/home/op98/protein_design/dataset/PP/PP2/2vlo.ent.pdb,2,compnd
2vlp,/home/op98/protein_design/dataset/PP/PP2/2vlp.ent.pdb,2,compnd
2vlq,/home/op98/protein_design/dataset/PP/PP2/2vlq.ent.pdb,2,compnd
2vog,/home/op98/protein_design/dataset/PP/PP2/2vog.ent.pdb,2,compnd
2voh,/home/op98/protein_design/dataset/PP/PP2/2voh.ent.pdb,2,compnd
2voi,/home/op98/protein_design/dataset/PP/PP2/2voi.ent.pdb,2,compnd
2w84,/home/op98/protein_design/dataset/PP/PP2/2w84.ent.pdb,2,compnd
2wd5,/home/op98/protein_design/dataset/PP/PP2/2wd5.ent.pdb,2,compnd
2wh6,/home/op98/protein_design/dataset/PP/PP2/2wh6.ent.pdb,2,compnd
2wo2,/home/op98/protein_design/dataset/PP/PP2/2wo2.ent.pdb,2,compnd
2wo3,/home/op98/protein_design/dataset/PP/PP2/2wo3.ent.pdb,2,compnd
2wp3,/home/op98/protein_design/dataset/PP/PP2/2wp3.ent.pdb,2,compnd
2wpt,/home/op98/protein_design/dataset/PP/PP2/2wpt.ent.pdb,2,compnd
2wwk,/home/op98/protein_design/dataset/PP/PP2/2wwk.ent.pdb,2,compnd
2wwx,/home/op98/protein_design/dataset/PP/PP2/2wwx.ent.pdb,2,compnd
2wy8,/home/op98/protein_design/dataset/PP/PP2/2wy8.ent.pdb,2,compnd
2x1x,/home/op98/protein_design/dataset/PP/PP2/2x1x.ent.pdb,2,compnd
2xtt,/home/op98/protein_design/dataset/PP/PP2/2xtt.ent.pdb,2,compnd
2yq7,/home/op98/protein_design/dataset/PP/PP2/2yq7.ent.pdb,2,compnd
2z58,/home/op98/protein_design/dataset/PP/PP2/2z58.ent.pdb,2,compnd
